<name4> = <val5>	<name4> に <val5> を代入
any ( <name1> )	<name1> 内の少なくともひとつの値が真かどうか
any ( <name3> )	<name3> のどれかの要素が真かどうか
any ( <name5> )	<name5> リストに含まれる少なくともひとつの要素が真かどうか
any ( <name5> )	リスト <name5> のどれかの値が真かどうか
any ( <name5> )	リスト <name5> に含まれる少なくともひとつの要素が真かどうか
any ( <name3> )	<name3> リストのどれかの値が真かどうか
any ( <name2> )	リスト <name2> に含まれる少なくともひとつの値が真かどうか
any ( <name6> )	リスト <name6> に含まれるどれかの値が真かどうか
any ( <name1> )	<name1> リスト内の少なくともひとつの値が真かどうか
any ( <name4> )	<name4> リストに含まれる少なくともひとつの値が真かどうか
any ( <name1> )	<name1> リストに含まれるどれかの値が真かどうか
any ( <name4> )	<name4> リストに含まれるどれかの要素が真かどうか
any ( <name6> )	<name6> に含まれるどれかの要素が真かどうか
any ( <name4> )	リスト <name4> に含まれるどれかの要素が真かどうか
any ( <name2> )	<name2> のどれかの値が真かどうか
any ( <name5> )	<name5> 内の要素が少なくともひとつは真かどうか
any ( <name5> )	<name5> リストに含まれる要素が少なくともひとつは真かどうか
any ( <name4> )	<name4> リスト内の要素が少なくともひとつは真かどうか
any ( <name4> )	<name4> の値がどれかは真かどうか
any ( <name3> )	リスト <name3> の要素がどれかは真かどうか
any ( <name4> )	<name4> 内の値が少なくともひとつは真かどうか
any ( <name3> )	リスト <name3> に含まれる値がどれかは真かどうか
any ( <name3> )	リスト <name3> 内の値が少なくともひとつは真かどうか
any ( <name5> )	リスト <name5> に含まれる要素がどれかは真かどうか
any ( <name6> )	リスト <name6> 内の要素が少なくともひとつは真かどうか
any ( <name4> )	<name4> リスト内の値が少なくともひとつは真かどうか
any ( <name6> )	<name6> リストの要素がどれかは真かどうか
any ( <name5> )	<name5> リストの値がどれかは真かどうか
any ( <name1> )	<name1> リストに含まれる要素がどれかは真かどうか
any ( <name1> )	リスト <name1> に含まれる要素が少なくともひとつは真かどうか
any ( <name6> )	<name6> に含まれる値が少なくともひとつは真かどうか
any ( <name5> )	リスト <name5> の値がどれかは真かどうか
any ( <name1> )	<name1> の要素がどれかは真かどうか
any ( <name5> )	<name5> リストに含まれる値がどれかは真かどうか
any ( <name5> )	<name5> に含まれる要素がどれかは真かどうか
any ( <name3> )	<name3> リストに含まれる値が少なくともひとつは真かどうか
any ( <name2> )	<name2> に含まれる値がどれかは真かどうか
any ( <name4> )	<name4> に含まれる要素が少なくともひとつは真かどうか
any ( <name3> )	リスト <name3> に含まれる値が少なくともひとつは真かどうか
[ <val3> for i in range ( <name6> ) ]	<name6> 個の <val3> が含まれるリスト
<name2> = [ <val5> for i in range ( <name4> ) ]	<name4> 個の <val5> が含まれるリストを <name2> にする
[ i for i in range ( <val5> , 101 ) ]	<val5> から 100 までの数が並んだリスト
<name5> = [ i for i in range ( <val4> , 101 ) ]	<val4> から 100 までの数が並んだリストを <name5> に代入する
[ i for i in range ( <val1> , <val6> ) ]	<val1> 以上 <val6> 未満の数が並んだリスト
<name5> = [ i for i in range ( <val4> , <val3> ) ]	<val4> 以上 <val3> 未満の数が並んだリストを <name5> にする
''	空文字
'\n'	改行文字
'\n'	改行
'\t'	タブ文字
'\t'	タブ
' '	空白文字
' '	空白
' '	半角スペース
' '	スペース
chr ( <name5> )	文字コード <name5> の文字
ord ( <name5> )	<name5> の文字コード
bin ( <name1> )	<name1> の 2 進数表現
bin ( <name5> )	<name5> の 2 進数文字列
bin ( <name5> )	<name5> の 2 進数表記
oct ( <name3> )	<name3> の 8 進数表記
oct ( <name1> )	<name1> の 8 進数表現
oct ( <name4> )	<name4> の 8 進数文字列
hex ( <name1> )	<name1> の 16 進数表記
hex ( <name4> )	<name4> の 16 進数文字列
hex ( <name2> )	<name2> の 16 進数表現
<name2> . to_bytes ( )	<name2> のバイト列
byteorder = 'big'	ビッグエンディアンとして
byteorder = 'little'	リトルエンディアンとして
<name6> . from_bytes ( )	バイト列 <name6> からの整数値
<name5> . from_bytes ( )	バイト列 <name5> からの数字
<name2> . from_bytes ( )	バイト列 <name2> からの数値
<name2> . is_integer ( )	<name2> が整数かどうか
<name4> . upper ( )	<name4> を英大文字に変換した文字列
<name4> . upper ( )	英大文字に <name4> を変換した文字列
<name2> . upper ( )	英大文字に文字列 <name2> を変換した値
<name4> . upper ( )	英大文字に <name4> を変換したデータ
<name1> . upper ( )	<name1> 文字列を英大文字に変換した値
<name4> . upper ( )	<name4> を英大文字に変換したデータ
<name6> . upper ( )	文字列 <name6> を英大文字に変換した値
<name1> . upper ( )	<name1> 文字列を英大文字に変換した文字列
<name4> . upper ( )	英大文字に文字列 <name4> を変換した文字列
<name4> . upper ( )	文字列 <name4> を英大文字に変換した文字列
<name6> . upper ( )	<name6> を英大文字に変換した値
<name4> . upper ( )	英大文字に <name4> 文字列を変換したデータ
<name2> . upper ( )	英大文字に <name2> を変換した値
<name4> . upper ( )	英大文字に <name4> 文字列を変換した値
<name2> . upper ( )	<name2> 文字列を英大文字に変換したデータ
<name1> . upper ( )	英大文字に <name1> 文字列を変換した文字列
<name1> . upper ( )	文字列 <name1> を英大文字に変換したデータ
<name1> . upper ( )	英大文字に文字列 <name1> を変換したデータ
<name6> = <name1> . upper ( )	<name1> を英大文字に変換した文字列を <name6> に代入する
<name4> = <name6> . upper ( )	英大文字に <name6> 文字列を変換した文字列を <name4> にする
<name6> = <name4> . upper ( )	英大文字に文字列 <name4> を変換したデータを <name6> にする
<name2> = <name4> . upper ( )	<name4> 文字列を英大文字に変換した値を <name2> に代入する
<name3> = <name6> . upper ( )	文字列 <name6> を英大文字に変換したデータを <name3> に代入する
<name4> = <name5> . upper ( )	文字列 <name5> を英大文字に変換した値を <name4> に代入する
<name3> = <name6> . upper ( )	文字列 <name6> を英大文字に変換した文字列を <name3> にする
<name5> = <name1> . upper ( )	英大文字に <name1> を変換したデータを <name5> とする
<name6> = <name3> . upper ( )	英大文字に <name3> を変換した文字列を <name6> に代入する
<name1> = <name3> . upper ( )	<name3> 文字列を英大文字に変換した文字列を <name1> にする
<name2> = <name5> . upper ( )	<name5> 文字列を英大文字に変換したデータを <name2> に代入する
<name5> = <name1> . upper ( )	<name1> を英大文字に変換した値を <name5> とする
<name2> = <name1> . upper ( )	英大文字に文字列 <name1> を変換した値を <name2> に代入する
<name3> = <name1> . upper ( )	英大文字に <name1> 文字列を変換したデータを <name3> に代入する
<name1> = <name4> . upper ( )	英大文字に <name4> 文字列を変換した値を <name1> とする
<name2> = <name4> . upper ( )	英大文字に文字列 <name4> を変換した文字列を <name2> とする
<name3> = <name4> . upper ( )	<name4> を英大文字に変換したデータを <name3> にする
<name3> = <name1> . upper ( )	英大文字に <name1> を変換した値を <name3> に代入する
<name1> . upper ( )	<name1> 内の小文字を大文字に置き換える
<name5> . upper ( )	文字列 <name5> の中の小文字を大文字に直す
<name4> . upper ( )	<name4> 内の小文字を大文字に変換する
<name1> . upper ( )	文字列 <name1> 内の小文字を大文字に直す
<name3> . upper ( )	<name3> 文字列内の小文字を大文字に変換する
<name2> . upper ( )	<name2> 文字列の小文字を大文字に直す
<name6> . upper ( )	文字列 <name6> の中の小文字を大文字にする
<name1> . upper ( )	<name1> 内の小文字を大文字に直す
<name6> . upper ( )	<name6> の小文字を大文字に直す
<name5> . upper ( )	<name5> 文字列の中の小文字を大文字に直す
<name6> . upper ( )	文字列 <name6> の小文字を大文字に直す
<name3> . upper ( )	文字列 <name3> 内の小文字を大文字に置き換える
<name6> . upper ( )	<name6> 文字列内の小文字を大文字に直す
<name4> . upper ( )	<name4> 文字列の中の小文字を大文字にする
<name4> . upper ( )	<name4> 内の小文字を大文字にする
<name1> . upper ( )	<name1> の中の小文字を大文字にする
<name1> . upper ( )	<name1> の中の小文字を大文字に直す
<name3> . upper ( )	文字列 <name3> 内の小文字を大文字に変換する
<name1> . upper ( )	<name1> 文字列内の小文字を大文字にする
<name2> . upper ( )	<name2> 文字列内の小文字を大文字に置き換える
<name6> . upper ( )	文字列 <name6> 内の小文字を大文字にする
<name1> = <name3> . upper ( )	<name3> 内の小文字を大文字にして、 <name1> に代入する
<name2> = <name4> . upper ( )	<name4> 内の小文字を大文字にした結果を <name2> とする
<name4> = <name3> . upper ( )	文字列 <name3> の中の小文字を大文字にし、 <name4> とする
<name5> = <name2> . upper ( )	文字列 <name2> の中の小文字を大文字にした結果を <name5> に代入する
<name6> = <name5> . upper ( )	<name5> の中の小文字を大文字にして、 <name6> とする
<name1> = <name2> . upper ( )	<name2> の中の小文字を大文字にした結果を <name1> にする
<name2> = <name5> . upper ( )	<name5> 文字列の中の小文字を大文字に直し、 <name2> に代入する
<name1> = <name2> . upper ( )	<name2> 文字列の中の小文字を大文字に直した結果を <name1> にする
