print ( <val3> )	<val3> とプリントする
<name1> = pd . read_excel ( <val5> , sheet_name = None )	エクセルファイル <val5> の全てのシートをデータフレームに格納された結果を <name1> に代入する
<name3> = pd . read_excel ( <val4> , sheet_name = None )	表にエクセルファイル <val4> の全てのシートを格納し、 <name3> に代入する
<name4> = pd . read_excel ( <val3> , sheet_name = None )	表にエクセルファイル <val3> の全てのシートを格納した結果を <name4> とする
<name6> = pd . read_excel ( <val1> , sheet_name = None )	表データにエクセルファイル <val1> の全てのシートを格納し、 <name6> に代入する
<name1> = pd . read_excel ( <val3> , sheet_name = None )	表データにエクセルファイル <val3> の全てのシートを格納された結果を <name1> とする
pd . read_excel ( <val3> , sheet_name = None )	<val3> という名前のエクセルファイルの全てのシートを表データとして読み込む
pd . read_excel ( <val5> , sheet_name = None )	<val5> という名前のエクセルファイルの全てのシートをデータフレームとして読む
pd . read_excel ( <val6> , sheet_name = None )	<val6> という名前のエクセルファイルの全てのシートを表データとして読む
<name4> = pd . read_excel ( <val5> , sheet_name = None )	<val5> という名前のエクセルファイルの全てのシートを表として読み込み、 <name4> とする
<name1> = pd . read_excel ( <val6> , sheet_name = None )	<val6> という名前のエクセルファイルの全てのシートを表として読み込まれた結果を <name1> にする
<name2> = pd . read_excel ( <val4> , sheet_name = None )	<val4> という名前のエクセルファイルの全てのシートを表データとして読み、 <name2> とする
<name5> = pd . read_excel ( <val4> , sheet_name = None )	<val4> という名前のエクセルファイルの全てのシートを表データとして読んだ結果を <name5> にする
<name3> = pd . read_excel ( <val5> , sheet_name = None )	<val5> というエクセルファイルの全てのシートを読み込み、 <name3> に代入する
<name4> = pd . read_excel ( <val6> , sheet_name = None )	<val6> というエクセルファイルの全てのシートを読み込んだ結果を <name4> に代入する
pd . read_csv ( <val2> )	<val2> をデータフレームとして読み込む
pd . read_csv ( <val4> )	<val4> データを表として読み込む
pd . read_csv ( <val3> )	<val3> データをデータフレームとして読む
<name6> = pd . read_csv ( <val2> )	<val2> を表として読み込み、 <name6> にする
<name3> = pd . read_csv ( <val1> )	<val1> を表として読み込んだ結果を <name3> にする
<name1> = pd . read_csv ( <val4> )	<val4> から読み込み、 <name1> に代入する
<name2> = pd . read_csv ( <val1> )	<val1> から読み込んだ結果を <name2> に代入する
<name3> = pd . read_csv ( <val2> )	データ <val2> から読み込み、 <name3> に代入する
<name3> = pd . read_csv ( <val2> )	データ <val2> から読み込んだ結果を <name3> に代入する
pd . read_csv ( <val3> )	データフレームを <val3> から読み込む
pd . read_csv ( <val4> )	表データを <val4> から読む
pd . read_csv ( <val1> )	データフレームをデータ <val1> から読み込む
<name4> = pd . read_csv ( <val2> )	データフレームを <val2> から読み込み、 <name4> にする
<name1> = pd . read_csv ( <val3> )	データフレームを <val3> から読み込んだ結果を <name1> にする
<name2> = pd . read_csv ( <val5> )	表を <val5> データから読み込んで、 <name2> にする
<name4> = pd . read_csv ( <val1> )	表を <val1> データから読み込んだ結果を <name4> にする
<name4> = pd . read_csv ( <val3> )	表を <val3> から読み込み、 <name4> にする
<name3> = pd . read_csv ( <val4> )	表を <val4> から読み込んだ結果を <name3> とする
pd . read_csv ( <val6> )	CSV ファイル <val6> をデータフレームとして読み込む
pd . read_csv ( <val2> )	CSV データ <val2> から読み込む
pd . read_csv ( <val2> )	CSV データ <val2> を表として読み込む
<name2> = pd . read_csv ( <val1> )	CSV ファイル <val1> をデータフレームとして読み込み、 <name2> に代入する
<name2> = pd . read_csv ( <val5> )	CSV ファイル <val5> をデータフレームとして読み込んだ結果を <name2> にする
<name5> = pd . read_csv ( <val4> )	CSV ファイル <val4> から読み込み、 <name5> とする
<name2> = pd . read_csv ( <val4> )	CSV ファイル <val4> から読み込んだ結果を <name2> とする
<name3> = pd . read_csv ( <val4> )	CSV <val4> を表データとして読んで、 <name3> とする
<name1> = pd . read_csv ( <val2> )	CSV <val2> を表データとして読まれた結果を <name1> にする
pd . read_csv ( <val1> )	CSV ファイル <val1> からデータフレームを読み込む
pd . read_csv ( <val3> )	CSV データ <val3> から表を読む
pd . read_csv ( <val1> )	CSV データ <val1> から表を読み込む
<name4> = pd . read_csv ( <val1> )	CSV ファイル <val1> からデータフレームを読み込み、 <name4> にする
<name2> = pd . read_csv ( <val6> )	CSV ファイル <val6> からデータフレームを読み込まれた結果を <name2> とする
<name5> = pd . read_csv ( <val3> )	CSV <val3> から表データを読み、 <name5> に代入する
<name1> = pd . read_csv ( <val4> )	CSV <val4> から表データを読まれた結果を <name1> に代入する
<name6> = pd . read_csv ( <val2> )	CSV データ <val2> から表を読んで、 <name6> にする
<name4> = pd . read_csv ( <val6> )	CSV データ <val6> から表を読まれた結果を <name4> に代入する
pd . read_csv ( <val4> )	<val4> をデータフレームに格納する
pd . read_csv ( <val6> )	表に <val6> を格納する
pd . read_csv ( <val1> )	<val1> を表に格納する
<name3> = pd . read_csv ( <val5> )	<val5> をデータフレームに格納して、 <name3> とする
<name2> = pd . read_csv ( <val3> )	<val3> をデータフレームに格納された結果を <name2> に代入する
<name3> = pd . read_csv ( <val2> )	表に <val2> を格納し、 <name3> にする
<name1> = pd . read_csv ( <val4> )	表に <val4> を格納した結果を <name1> とする
<name3> = pd . read_csv ( <val4> )	データ <val4> をデータフレームに格納して、 <name3> とする
<name5> = pd . read_csv ( <val4> )	データ <val4> をデータフレームに格納した結果を <name5> にする
pd . read_csv ( <val6> )	CSV ファイル <val6> をデータフレームに格納する
pd . read_csv ( <val4> )	データフレームに CSV ファイル <val4> を格納する
pd . read_csv ( <val6> )	CSV データ <val6> を表に格納する
<name2> = pd . read_csv ( <val1> )	CSV ファイル <val1> をデータフレームに格納して、 <name2> にする
<name3> = pd . read_csv ( <val1> )	CSV ファイル <val1> をデータフレームに格納された結果を <name3> にする
<name5> = pd . read_csv ( <val2> )	データフレームに CSV ファイル <val2> を格納し、 <name5> に代入する
<name6> = pd . read_csv ( <val3> )	データフレームに CSV ファイル <val3> を格納された結果を <name6> とする
<name2> = pd . read_csv ( <val4> )	CSV <val4> を表データに格納し、 <name2> に代入する
<name4> = pd . read_csv ( <val6> )	CSV <val6> を表データに格納された結果を <name4> にする
pd . read_csv ( <val2> , sep = ',' )	<val2> をカンマ区切りで読み込む
pd . read_csv ( <val5> , sep = <val6> )	<val6> 区切りでデータ <val5> を読み込む
pd . read_csv ( <val6> , sep = <val1> )	<val1> 区切りで <val6> データを読み込む
<name5> = pd . read_csv ( <val6> , sep = <val2> )	<val6> を <val2> 区切りで読み込んで、 <name5> とする
<name5> = pd . read_csv ( <val3> , sep = <val2> )	<val3> を <val2> 区切りで読み込んだ結果を <name5> にする
<name6> = pd . read_csv ( <val4> , sep = <val1> )	<val4> データを <val1> 区切りで読み、 <name6> とする
<name4> = pd . read_csv ( <val2> , sep = <val5> )	<val2> データを <val5> 区切りで読んだ結果を <name4> に代入する
<name6> = pd . read_csv ( <val5> , sep = <val3> )	<val3> 区切りでデータ <val5> を読み、 <name6> に代入する
<name4> = pd . read_csv ( <val2> , sep = <val5> )	<val5> 区切りでデータ <val2> を読んだ結果を <name4> とする
pd . read_csv ( <val4> , sep = ',' )	カンマ区切りで <val4> を読み込む
pd . read_csv ( <val1> , sep = <val6> )	<val6> 区切りで <val1> データを読む
pd . read_csv ( <val4> , sep = <val2> )	<val2> 区切りで <val4> を読む
<name3> = pd . read_csv ( <val5> , sep = ',' )	カンマ区切りで <val5> を読み込んで、 <name3> にする
<name6> = pd . read_csv ( <val5> , sep = ',' )	カンマ区切りで <val5> を読み込んだ結果を <name6> にする
<name4> = pd . read_csv ( <val2> , sep = <val6> )	<val6> 区切りで <val2> データを読み、 <name4> とする
<name4> = pd . read_csv ( <val6> , sep = <val2> )	<val2> 区切りで <val6> データを読まれた結果を <name4> にする
<name2> = pd . read_csv ( <val5> , sep = <val1> )	<val1> 区切りで <val5> を読み、 <name2> に代入する
<name4> = pd . read_csv ( <val2> , sep = <val3> )	<val3> 区切りで <val2> を読んだ結果を <name4> とする
pd . read_csv ( <val3> , sep = ',' )	<val3> からデータフレームをカンマ区切りで読み込む
pd . read_csv ( <val3> , sep = <val4> )	<val3> から表を <val4> 区切りで読む
pd . read_csv ( <val1> , sep = ',' )	<val1> データからデータフレームをカンマ区切りで読み込む
