print ( <val2> )	<val2> とプリントする
<name1> = pd . read_csv ( <val3> , sep = '\t' )	CSV ファイル <val3> をデータフレームとしてタブ区切りで読み込んだ結果を <name1> にする
<name1> = pd . read_csv ( <val4> , sep = '\t' )	表データとして CSV <val4> をタブ区切りで読んで、 <name1> に代入する
<name1> = pd . read_csv ( <val6> , sep = '\t' )	表データとして CSV <val6> をタブ区切りで読まれた結果を <name1> にする
pd . read_csv ( <val1> , header = None )	ヘッダーなしで <val1> を読み込む
pd . read_csv ( <val5> , header = None )	ヘッダーなしで <val5> を読む
<name5> = pd . read_csv ( <val1> , header = None )	ヘッダーなしで <val1> を読み込んで、 <name5> にする
<name1> = pd . read_csv ( <val3> , header = None )	ヘッダーなしで <val3> を読み込まれた結果を <name1> にする
<name5> = pd . read_csv ( <val6> , header = None )	ヘッダーなしで <val6> を読んで、 <name5> に代入する
<name1> = pd . read_csv ( <val4> , header = None )	ヘッダーなしで <val4> を読んだ結果を <name1> にする
pd . read_csv ( <val6> , header = None )	ヘッダーをなしで <val6> を読み込む
pd . read_csv ( <val5> , header = None )	列名を指定しないで <val5> を読み込む
pd . read_csv ( <val4> , header = None )	設定せずに <val4> を列名を読み込む
<name6> = pd . read_csv ( <val4> , header = None )	列名をなしで <val4> を読み込んで、 <name6> とする
<name2> = pd . read_csv ( <val5> , header = None )	列名をなしで <val5> を読み込んだ結果を <name2> にする
<name2> = pd . read_csv ( <val6> , header = None )	なしで <val6> をヘッダーを読んで、 <name2> にする
<name3> = pd . read_csv ( <val5> , header = None )	なしで <val5> をヘッダーを読んだ結果を <name3> に代入する
<name2> = pd . read_csv ( <val1> , header = None )	設定せずに <val1> を列名を読み込み、 <name2> に代入する
<name5> = pd . read_csv ( <val3> , header = None )	設定せずに <val3> を列名を読み込んだ結果を <name5> にする
pd . read_csv ( <val5> , index_col = 0 )	先頭の列をインデックスとセットして、 <val5> を表データとして読み込む
pd . read_csv ( <val3> , index_col = 0 )	一番左の列をインデックスにセットして、 <val3> を読み込む
pd . read_csv ( <val6> , index_col = <val2> )	インデックスに指定して、 <val6> を <val2> 番目の列を読み込む
<name5> = pd . read_csv ( <val1> , index_col = 0 )	先頭の列をインデックスとセットして、 <val1> を表データとして読み込み、 <name5> に代入する
<name4> = pd . read_csv ( <val6> , index_col = 0 )	先頭の列をインデックスとセットして、 <val6> を表データとして読み込んだ結果を <name4> とする
<name6> = pd . read_csv ( <val3> , index_col = 0 )	先頭の列をインデックスと設定して、 <val3> を表として読み込んで、 <name6> にする
<name2> = pd . read_csv ( <val4> , index_col = 0 )	先頭の列をインデックスと設定して、 <val4> を表として読み込まれた結果を <name2> にする
<name3> = pd . read_csv ( <val4> , index_col = 0 )	インデックスと設定して、 <val4> を先頭の列をデータフレームとして読んで、 <name3> に代入する
<name6> = pd . read_csv ( <val3> , index_col = 0 )	インデックスと設定して、 <val3> を先頭の列をデータフレームとして読んだ結果を <name6> に代入する
pd . read_csv ( <val2> , index_col = <val1> )	列番号 <val1> をインデックスとして <val2> からデータフレームを読み込む
pd . read_csv ( <val1> , index_col = <val6> )	列番号 <val6> をインデックスに設定して <val1> から読み込む
pd . read_csv ( <val4> , index_col = <val5> )	列番号 <val5> をインデックスとして <val4> から表を読み込む
<name2> = pd . read_csv ( <val3> , index_col = <val1> )	列番号 <val1> をインデックスとして <val3> から表を読み込んで、 <name2> にする
<name2> = pd . read_csv ( <val1> , index_col = <val6> )	列番号 <val6> をインデックスとして <val1> から表を読み込んだ結果を <name2> に代入する
<name4> = pd . read_csv ( <val5> , index_col = <val3> )	列番号 <val3> をインデックスに設定して <val5> から読み込んで、 <name4> に代入する
<name1> = pd . read_csv ( <val5> , index_col = <val3> )	列番号 <val3> をインデックスに設定して <val5> から読み込んだ結果を <name1> とする
<name3> = pd . read_csv ( <val1> , index_col = <val2> )	列番号 <val2> をインデックスと設定して <val1> からデータフレームを読み込んで、 <name3> にする
<name2> = pd . read_csv ( <val1> , index_col = <val3> )	列番号 <val3> をインデックスと設定して <val1> からデータフレームを読み込まれた結果を <name2> に代入する
pd . read_csv ( <val5> , index_col = <val6> )	列番号 <val6> をインデックスとして <val5> を表データに格納する
pd . read_csv ( <val6> , index_col = <val3> )	列番号 <val3> をインデックスにして <val6> を格納する
pd . read_csv ( <val4> , index_col = <val1> )	インデックスに設定して <val4> を列番号 <val1> を格納する
<name2> = pd . read_csv ( <val6> , index_col = <val4> )	列番号 <val4> をインデックスとして <val6> をデータフレームに格納して、 <name2> に代入する
<name2> = pd . read_csv ( <val3> , index_col = <val6> )	列番号 <val6> をインデックスとして <val3> をデータフレームに格納した結果を <name2> に代入する
<name5> = pd . read_csv ( <val6> , index_col = <val2> )	インデックスに設定して <val6> を列番号 <val2> を格納し、 <name5> とする
<name6> = pd . read_csv ( <val4> , index_col = <val2> )	インデックスに設定して <val4> を列番号 <val2> を格納した結果を <name6> にする
<name4> = pd . read_csv ( <val1> , index_col = <val5> )	インデックスにして <val1> を列番号 <val5> を格納して、 <name4> とする
<name2> = pd . read_csv ( <val3> , index_col = <val4> )	インデックスにして <val3> を列番号 <val4> を格納された結果を <name2> にする
pd . read_csv ( <val1> , encoding = 'shift_jis' )	エンコーディングをシフト JIS として <val1> を読み込む
pd . read_csv ( <val6> , encoding = 'shift_jis' )	シフト JIS としてエンコーディングを <val6> を読む
pd . read_csv ( <val6> , encoding = 'shift_jis' )	<val6> をエンコーディングをシフト JIS として読み込む
<name3> = pd . read_csv ( <val1> , encoding = 'shift_jis' )	エンコーディングをシフト JIS として <val1> を読み込み、 <name3> とする
<name1> = pd . read_csv ( <val2> , encoding = 'shift_jis' )	エンコーディングをシフト JIS として <val2> を読み込んだ結果を <name1> とする
<name4> = pd . read_csv ( <val5> , encoding = 'shift_jis' )	シフト JIS としてエンコーディングを <val5> を読み込んで、 <name4> にする
<name2> = pd . read_csv ( <val6> , encoding = 'shift_jis' )	シフト JIS としてエンコーディングを <val6> を読み込んだ結果を <name2> とする
<name3> = pd . read_csv ( <val4> , encoding = 'shift_jis' )	シフト JIS としてエンコーディングを <val4> を読み、 <name3> に代入する
<name3> = pd . read_csv ( <val4> , encoding = 'shift_jis' )	シフト JIS としてエンコーディングを <val4> を読んだ結果を <name3> にする
pd . read_csv ( <val1> , encoding = 'shift_jis' )	文字コードがシフト JIS のファイル <val1> を読み込む
pd . read_csv ( <val5> , encoding = 'shift_jis' )	文字コードがシフト JIS のデータ <val5> を読む
pd . read_csv ( <val2> , encoding = 'shift_jis' )	文字コードがシフト JIS の <val2> を読む
<name1> = pd . read_csv ( <val5> , encoding = 'shift_jis' )	文字コードがシフト JIS のファイル <val5> を読み込んで、 <name1> とする
<name3> = pd . read_csv ( <val5> , encoding = 'shift_jis' )	文字コードがシフト JIS のファイル <val5> を読み込んだ結果を <name3> とする
<name3> = pd . read_csv ( <val6> , encoding = 'shift_jis' )	文字コードがシフト JIS のデータ <val6> を読んで、 <name3> にする
<name4> = pd . read_csv ( <val1> , encoding = 'shift_jis' )	文字コードがシフト JIS のデータ <val1> を読んだ結果を <name4> にする
<name3> = pd . read_csv ( <val2> , encoding = 'shift_jis' )	文字コードがシフト JIS の <val2> を読み、 <name3> にする
<name3> = pd . read_csv ( <val4> , encoding = 'shift_jis' )	文字コードがシフト JIS の <val4> を読んだ結果を <name3> に代入する
<name5> . to_excel ( <val1> )	<name5> をエクセルファイル <val1> に書き出す
<name5> . to_excel ( <val2> )	表 <name5> をエクセルファイル <val2> に書き出す
<name2> . to_excel ( <val3> )	エクセルファイル <val3> に表 <name2> を書き出す
<name5> . to_excel ( <val2> )	<name5> をエクセルファイル <val2> に変換する
<name1> . to_excel ( <val5> )	<name1> 表をエクセルファイル <val5> に変換する
<name6> . to_excel ( <val3> )	表 <name6> をエクセルファイル <val3> に変換する
<name2> . to_excel ( <val6> )	<name2> をエクセルファイル <val6> というファイル名で書き込む
<name1> . to_excel ( <val4> )	表 <name1> をエクセルファイル <val4> というファイル名で書き込む
<name6> . to_excel ( <val4> )	表 <name6> をエクセルファイル <val4> という名前にして書き込む
<name1> . to_excel ( <val2> )	<name1> をエクセルファイル <val2> というファイル名で保存する
<name3> . to_excel ( <val6> )	<name3> 表をエクセルファイル <val6> というファイル名で保存する
<name3> . to_excel ( <val5> )	表 <name3> をエクセルファイル <val5> というファイル名で保存する
<name3> . to_excel ( <val6> )	<name3> を <val6> というファイル名でエクセルに書き込む
<name2> . to_excel ( <val5> )	<name2> を <val5> というファイル名でエクセルに書き出す
<name1> . to_excel ( <val4> )	<name1> を <val4> というファイル名でエクセルデータに書き込む
<name2> . to_excel ( <val3> )	<name2> を <val3> というファイル名でエクセル形式で保存する
<name2> . to_excel ( <val1> )	<name2> 表を <val1> というファイル名でエクセル形式で保存する
<name5> . to_excel ( <val1> )	<name5> から <val1> という名前でエクセルファイルに変換する
<name2> . to_excel ( <val4> )	<name2> から <val4> という名前のエクセルファイルにする
<name5> . to_excel ( <val2> )	<name5> 表から <val2> という名前のエクセルファイルにする
<name2> . to_csv ( <val3> )	<name2> を <val3> に書き込む
<name6> . to_csv ( <val4> )	<name6> を <val4> に書き出す
<name1> . to_csv ( <val2> )	表 <name1> を <val2> に書き出す
<name2> . to_csv ( <val5> )	<name2> を <val5> に変換する
<name3> . to_csv ( <val2> )	<val2> に <name3> 表を変換する
<name6> . to_csv ( <val5> )	<val5> に <name6> を変換する
<name1> . to_csv ( <val2> )	<name1> を <val2> というファイル名で
